name,food_name,Images,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent,RecipeServings,RecipeInstructions,is_seafood,is_nut,is_lactose
633,Sesame Ginger Shrimp and Vegetable Packets,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/98/2/picLvn5iS.jpg",PT20M,PT10M,PT30M,"""shrimp"", ""mushroom"", ""fresh broccoli florets"", ""red bell pepper"", ""garlic"", ""fresh ginger"", ""fresh ginger""",143.1,2.6,4.1,25.6,4,"Preheat grill to med-high or oven to 450 degrees."", ""Use either foil cooking bags, or pieces of aluminum foil to make a cooking pouch."", ""Add shrimp and vegetables, top with garlic, ginger and oil."", ""To grill: Place foil pouch on grill rack, cook for 15-20 minutes, or until shrimp is no longer pink."", ""To bake in oven: Place pouch in cake pan or cookie sheet with sides."", ""Bake 25-30 minutes, or until shrimp is no longer pink.",1,0,0
634,Yum Yum Cake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/00/0/picWplWwF.jpg",PT20M,PT20M,PT40M,"""eggs"", ""water"", ""vanilla pudding mix"", ""milk"", ""cream cheese"", ""Cool Whip Topping"", ""crushed pineapple"", ""flaked coconut"", ""walnuts""",450.3,29.4,42.5,6.4,15,"Grease and flour a 12 x 17 or 12 x 15-inch pan."", ""Mix cake according to directions and bake for 20 minutes or until done; let cool completely."", ""Cook pudding with 1 cup milk, let cool."", ""Mix pudding, cream cheese and frozen topping with mixer; spread over cool cake."", ""Top with crushed pineapple."", ""Sprinkle with coconut and nuts."", ""Be sure to refrigerate leftovers.",0,1,1
635,Tuna-Noodle Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/01/5/picYkeaZl.jpg",PT20M,PT15M,PT35M,"""butter"", ""elbow macaroni"", ""sour cream"", ""butter"", ""flour"", ""salt"", ""pepper"", ""basil"", ""tarragon"", ""pimiento"", ""light chunk tuna in water""",429.4,19.6,40.3,22.4,6,"""Preheat oven to 350 degrees."", ""Butter a 3 quart casserole."", ""Prepared butter breadcrumbs (melt 1 tablespoons butter in small skillet, stir in breadcrumbs and sauté until golden brown) Cook noodles or macaroni in lightly salted water according to package directions."", ""Drain."", ""Empty sour cream into a large bowl."", ""Fold in noodles or macaroni."", ""Melt 3 tablespoons butter in a saucepan."", ""Stir in flour, salt and pepper; cook until bubbly."", ""Add soup and tarragon or basil."", ""Cook, stirring until mixture thickens."", 
""Gradually add sauce to noodles and sour cream, folding continuously."", ""Fold in pimiento and tuna."", ""Pour into buttered casserole and sprinkle with buttered breadcrumbs."", ""Bake about 20 minutes until piping hot."")",0,0,1
636,Spicy Chicken in Foil,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/04/9/picJ9FKeb.jpg",PT1H15M,PT10M,PT1H25M,"""chicken pieces"", ""ketchup"", ""vinegar"", ""lemon juice"", ""Worcestershire sauce"", ""water"", ""butter"", ""hickory smoke salt"", ""dry mustard"", ""chili powder"", ""cayenne pepper"", ""paprika""",369.2,26.9,4.7,26.2,6,"Put chicken on individual pieces of foil."", ""In a small bowl, combine the remaining ingredients; spoon over each piece of chicken."", ""Seal foil tightly and place on cookie sheet."", ""Bake for 15 minutes at 500°F."", ""Reduce heat to 350°F and continue baking for 20 to 30 minutes or until done.  (It takes less time if you are using boneless, skinless breast pieces).",0,0,1
637,Spicy Peanut Chicken Wings,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/12/3/picQvv4f8.jpg",PT45M,PT10M,PT55M,"""chicken wings"", ""peanut butter"", ""soy sauce"", ""honey"", ""garlic clove"", ""crushed red pepper flakes"", ""fresh cilantro""",692.2,49.7,12.9,49.1,4,"""Chop tips off the chicken wings; discard."", ""Preheat oven to 400 degrees."", ""Line a baking pan with foil (this will save clean-up later)."", ""Place the chicken wings in a single layer on the tray; salt and pepper them lightly."", ""Bake the wings for about 30 minutes until they are just beginning to brown and get crisp."", ""While the wings are baking, combine the peanut butter, soy sauce, honey, garlic, and the hot peppers in a small saucepan."", ""Heat the mixture over low heat, stirring until well blended and spreadable."", 
""Spoon or brush the peanut sauce generously over the wings."", ""Return the wings to the oven for 10- 15 minutes until the sauce is set."", ""(Do not allow the sauce to burn.) Remove the wings from the oven and sprinkle immediately with the chopped peanuts and cilantro."", ""Let cool slightly before serving."")",0,1,1
638,Pasta with Chicken and Shrimp,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/15/2/pic8kWvkq.jpg",PT20M,PT20M,PT40M,"""fresh shrimp"", ""frozen shrimp"", ""reduced-sodium chicken broth"", ""light soy sauce"", ""cornstarch"", ""ground ginger"", ""boneless skinless chicken breasts"", ""angel hair pasta"", ""green onion"", ""garlic"", ""green sweet pepper"", ""black sesame seed""",289.8,3.3,37.6,26.5,4,"""Combine chicken broth, soy sauce, cornstarch and ginger in a small bowl and set aside."", ""Cook pasta according to package instructions,drain and keep warm."", ""While pasta cooks, coat a large skillet with the cooking spray."", ""(add oil if necessary when cooking) Heat over med heat."", ""Add green onions and garlic."", ""Stir fry for 1 minute and remove from pan."", ""Add squash to skillet."", ""Stir fry for 2 minutes."", ""Add sweet peppers to the skillet and stir fry 2 minutes more or until veggies are crisp tender."", 
""Remove veggies from skillet."", ""Add chicken and shrimp to the skillet."", ""Stir fry 2 or 3 minutes or until chicken is no longer pink and shrimp is opaque."", ""Push chicken and meat from the center of the skillet."", ""Stir the sauce and add to the center of the pan."", ""Cook and stir until thickened and bubbly."", ""Return veggies to the skillet."", ""Stir all the ingredients together to coat with the sauce."", ""Cook and stir about 1 minute more or until heated through."", ""Serve hot chicken and shrimp mixture over pasta."", 
""Sprinkle with sesame seeds if desired."")",1,0,0
639,Creamy Chicken Broccoli Bake,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/17/4/picUSF4k0.jpg",PT30M,PT15M,PT45M,"""boneless skinless chicken breast halves"", ""MINUTE White Rice"", ""milk"", ""Velveeta American cheese spread"", ""Miracle Whip"", ""Miracle Whip light""",387.2,16.4,30.9,27.8,6,"Mix all ingredients."", ""Spoon into 12x8 inch baking dish."", ""Bake at 375 for 30 minutes or until chicken is cooked through.",0,1,1
640,Best Banana Muffins,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/20/4/picWfYrL8.jpg",PT20M,PT10M,PT30M,"""white flour"", ""whole wheat flour"", ""oats"", ""baking powder"", ""baking soda"", ""salt"", ""egg"", ""olive oil"", ""milk"", ""banana""",168.4,6.4,23.6,5.0,12,"1/2 cup sugar (I use Splenda substitute) so left out of ingredients above so as not to distort nutritional calculations."", ""Combine flours, oats, baking powder, baking soda and salt; set aside."", ""Beat egg."", ""Add oil, sugar, milk and mashed banana and stir well."", ""Add dry ingredients to liquids and stir until just blended."", ""Spoon batter into prepared muffin tins and bake for 18-20 minutes."", ""Remove and cool on racks.",0,0,1
641,Baked Hominy Grits with Cheese,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/22/4/picwRq0Uh.jpg",PT40M,PT20M,PT1H,"""water"", ""milk"", ""salt"", ""hominy grits"", ""eggs"", ""sharp cheddar cheese"", ""butter""",281.2,15.1,25.8,11.8,6,"Combine water, milk, salt, and grits in a saucepan."", ""Bring to a boil."", ""Lower heat and simmer until thickened, stirring occasionally."", ""Allow 5 minutes for quick-cooking grits and 30 minutes for regular grits Stir a little of the grits in eggs; return to saucepan and mix well with cheese."", ""Pour into a buttered 1 quart casserole; dot with butter."", ""Bake in 350 F for 40 minutes or until lightly browned.",0,0,1
642,Cherry Orgasm,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/22/8/picpY0y1n.jpg",PT45M,PT20M,PT1H5M,"""walnut pieces"", ""all-purpose flour"", ""brown sugar"", ""butter flavor shortening"", ""flaked coconut"", ""cream cheese"", ""granulated sugar"", ""eggs"", ""vanilla"", ""cherry pie filling""",160.4,9.9,16.3,2.1,36,"""Heat oven to 350 F."", ""Grease 13 x 9 x 2 inch pan with butter flavor shortening."", ""Set aside."", ""Chop 1/2 cup nuts coarsely for toping."", ""Set aside."", ""Chop remaining 1/2 cup finely."", ""For crust, combine flour and brown sugar."", ""Cut in butter flavored shortening until fine crumbs form."", ""Add 1/2 cup finely chopped nuts and coconut."", ""Mix well."", ""Remove 1/2 cup of mixture and set aside."", ""Press remaining crumbs in bottorm of pan."", ""Bake at 350 F for 12 to 15 minutes, until edges are lightly browned."", 
""For filling, beat cream cheese, granuated sugar, eggs and vanilla in a small bowl at medium speed until smooth."", ""Spread over hot baked crust."", ""Return to oven."", ""Bake 15 minutes longer."", ""Spread cherry pie filling over cheese layer."", ""Combine reserved coarsely chopped nuts and reserved crumbs."", ""Sprinkle evenly over cherries."", ""Return to oven."", ""Bake 15 minutes longer."", ""Cool and refrigerate several hours."", ""Cut into bars about 2 x 1 1/2 inches."")",0,1,1
643,Mexican Tortilla Casserole,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/24/4/picLMlNAy.jpg",PT20M,PT20M,PT40M,"""ground beef"", ""onion"", ""red bell pepper"", ""diced green chilies"", ""salsa"", ""soft taco-size flour tortillas"", ""cheddar cheese""",389.7,20.9,28.6,22.1,8,"Brown and drain meat; stir in onion, bell peppers, chilies, and season mix."", ""Cook until veggies are slightly tender (about 5 minutes). Blend salsa in blender and pour 1/2 cup on bottom of a greased 9x13-inch baking dish."", ""Cover with 5 tortillas, spread with 1/2 of meat mix and 1/2 more salsa, sprinkle with 1 cup of cheese and layer rest of ingredients."", ""Bake for 20 minutes at 350°F or until top is golden brown."", ""Top with lettuce, sour cream tomatoes, whatever you like."", ""Enjoy.",0,0,1
644,Butter Crunch Lemon-Cheese Bars,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/28/0/pic7sXYG1.jpg",PT55M,PT15M,PT1H10M,"""butter"", ""dark brown sugar"", ""salt"", ""ground mace"", ""nutmeg"", ""all-purpose flour"", ""low fat cottage cheese"", ""granulated sugar"", ""all-purpose flour"", ""lemon, zest of"", ""fresh lemon juice"", ""baking powder"", ""egg""",293.2,9.0,46.9,7.0,8,"""Preheat the oven to 350 degrees."", ""Spray an 8-by-8-inch square baking dish with nonstick spray."", ""To prepare the crust, in a mixing bowl beat together on medium speed the butter, dark brown sugar, salt and mace until smooth."", ""Spoon 1 cup flour lightly into a dry measuring cup and level with a knife."", ""Add the flour to the butter mixture and beat at low speed until well blended."", ""Press the crust into the prepared baking dish and bake for 20 minutes."", ""Meanwhile, prepare the filling."", ""In a food processor fitted with the metal blade, process the cottage cheese for 2 minutes or until smooth, scraping sides of the bowl once."", 
""Add the sugar, flour, lemon zest, lemon juice, baking powder, egg and egg white."", ""Process until well blended."", ""Pour the filling over the baked crust."", ""Bake at 350 degrees for 25 minutes or until set (the edges will get lightly browned)."", ""Remove from the oven and cool."", ""When cool, cover and chill for 8 hours."", ""To serve, cut into bars."")",0,1,1
645,Ginger Tea,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/28/5/picnHtzRj.jpg",PT10M,PT0S,PT10M,"""powdered ginger"", ""water"", ""honey""",39.8,0.3,9.5,0.5,1,"Boil water."", ""Add ginger and honey."", ""Boil 5 minutes."", ""Strain and serve."", ""Cool and sip slowly, this can be served over ice.",0,0,0
646,Carrot Raisin Muffins,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/30/2/pic2eimI3.jpg",PT20M,PT10M,PT30M,"""all-purpose flour"", ""carrot"", ""whole wheat flour"", ""raisins"", ""brown sugar"", ""toasted wheat germ"", ""baking powder"", ""cinnamon"", ""salt"", ""milk"", ""molasses"", ""butter"", ""egg"", ""cream cheese"", ""icing sugar""",261.2,10.3,39.5,4.6,10,"""In large bowl, stir together all purpose flour, carrots, whole wheat flour, raisins, sugar, wheat germ, baking powder, cinnamon and salt."", ""In a separate bowl, stir together milk, molasses, butter and egg."", ""Pour over dry ingredients and stir just until moistened."", ""Spoon into 10 greased or paper lined muffin cups, filling three quarters full."", ""Bake in centre of 375 degree oven for about 20 minutes or until tops spring back when lightly pressed."", ""Let cool in pan for 10 minutes."", ""Remove to rack and let cool completely."", 
""Topping-----------."", ""In small bowl, beat cream cheese with sugar until fluffy, spread over cooled muffins."")",0,0,1
647,Pan Fried Blueberry Corn Fritters,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/31/7/picQZGNFp.jpg",PT15M,PT10M,PT25M,"""cornmeal"", ""flour"", ""light brown sugar"", ""baking powder"", ""skim milk"", ""margarine"", ""fresh blueberries""",169.4,6.9,23.5,3.7,6,"""Heat oven to 250°F degrees."", ""Mix together cornmeal, flour, sugar, and baking powder."", ""Combine egg whites, milk and margarine, mix well."", ""Pour milk mixture into the dry ingredients, stir until just smooth (do not over mix)."", ""In a large non stick skillet heat the 2 tbsp oil, heat until quite hot but not smoking."", ""Drop in a 1/4 cup of batter for each fritter."", ""Cook approx 4-6 minutes on each side."", ""Keep warm in the oven covered with foil until you have cooked all the fritters."", ""Serve with Blueberries or other fruit.""
)",0,0,1
648,Chocolate Salami,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/38/1/picvUoPBB.jpg",PT5M,PT4H,PT4H5M,"""sun-dried cherries"", ""butter"", ""sugar"", ""pistachios"", ""Grand Marnier""",138.9,12.7,8.2,3.9,16,"Soak cherries in warm water, about 30 minutes."", ""Drain well."", ""Place chocolate in bowl with butter, over a pot of simmering water until melted."", ""Add sugar, almonds, pistachios, biscotti, drained cherries, orange peel and Grand Marnier."", ""Mix well."", ""Remove from heat and add the egg yolk and mix well."", ""Cool completely."", ""Form salami shape by rolling mixture in a sheet of wax paper."", ""Refrigerate 4 hours or overnight."", ""Slice and serve.",0,0,1
649,Chocolate Crunch Brownies,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/38/6/piczv5n3Y.jpg",PT25M,PT10M,PT35M,"""butter"", ""sugar"", ""eggs"", ""all-purpose flour"", ""vanilla extract"", ""salt"", ""marshmallow creme"", ""creamy peanut butter""",224.5,12.2,27.9,3.6,36,"In a mixing bowl, cream butter and sugar; add eggs."", ""Stir in cocoa, flour, vanilla, and salt."", ""Spread into a greased 13-in x 9-in x 2-in baking pan."", ""Bake at 350 degrees for 25 minutes or until brownies test done."", ""Cool."", ""Spread marshmallow creme over cooled brownies."", ""In a small saucepan, melt peanut butter and chocolate chips over low heat, stirring constantly."", ""Remove from heat; stir in the cereal."", ""Spread over marshmallow layer."", ""Chill before cutting.",0,1,1
650,Reduced Sugar Blueberry Muffins,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/41/5/picUo8KvE.jpg",PT30M,PT25M,PT55M,"""all-purpose flour"", ""baking powder"", ""salt"", ""unsalted butter"", ""margarine"", ""sugar substitute"", ""honey"", ""eggs"", ""vanilla"", ""skim milk"", ""low-fat milk"", ""fresh blueberries"", ""frozen blueberries""",241.6,8.8,36.9,4.2,12,"""Preheat oven to 350°F."", ""Line 12 to 14 muffin cups with paper liners."", ""Sift together flour, baking powder and salt; set aside."", ""Beat together butter or margarine, sugar substitute, and honey with an electric mixer until light and fluffy."", ""Add eggs one at a time beating well after each addition."", ""Stir in vanilla."", ""Alternately stir in flour mixture and milk, beginning and ending with flour mixture."", ""Fold in berries."", ""Spoon batter into paper lined muffin cups, and bake until golden brown and a toothpick inserted comes out clean, about 25-30 minutes."", 
""Cool in pan 10 minutes on a wire rack."", ""Remove from pan."", ""Cool completely on wire rack."")",0,0,1
